Unnamed: 0,NOME,FAZ,TAL,tipocorte,variedad,madurada,producto,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea
859,EL JAGUAL,80354,15,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,13.7,13.4,2,9.4,2.4,13.3,3,201703,171,267,3,2.6
860,EL JAGUAL,80354,15,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.7,13.1,3,8.4,2.5,12.8,4,201804,134,200,3,3.2
861,EL JAGUAL,80354,15,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,6.4,12.5,4,10.1,2.1,12.0,5,201905,146,0,3,1.7
862,EL JAGUAL,80354,15,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.6,12.3,5,11.1,2.2,12.6,5,202005,150,138,3,4.0
867,EL JAGUAL,80354,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,15.9,13.9,2,9.5,2.6,12.6,4,201704,148,356,3,2.6
868,EL JAGUAL,80354,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,12.8,3,9.2,2.3,12.6,4,201804,134,200,3,6.5
869,EL JAGUAL,80354,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,6.3,12.3,4,8.2,1.9,12.6,5,201905,126,0,3,1.7
870,EL JAGUAL,80354,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.0,12.2,5,9.8,2.3,12.3,5,202005,151,130,3,4.0
871,EL JAGUAL,80354,18,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,14.7,14.1,3,10.3,2.6,13.0,1,202101,128,113,3,5.4
872,EL JAGUAL,80354,018A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,12.4,13.2,2,7.3,1.8,14.5,9,201909,154,0,3,4.4
873,EL JAGUAL,80354,018A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,12.1,14.3,3,10.9,3.4,13.9,12,202012,149,92,3,4.4
878,EL JARDIN,80126,126,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.4,12.4,4,9.1,1.8,12.8,11,201911,120,352,1,4.9
879,EL JARDIN,80126,126,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.7,12.4,5,9.7,21.4,13.5,11,202011,71,107,1,10.6
880,EL JARDIN,80126,126A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,16.7,15.1,2,7.7,2.4,12.7,11,201711,153,277,1,14.4
884,EL JARDIN,80126,128C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,12.8,1,9.5,1.6,11.1,6,201606,113,518,1,10.2
885,EL JARDIN,80126,128C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,12.6,12.8,3,9.2,2.8,13.7,10,201810,140,132,1,7.6
886,EL JARDIN,80126,129,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.9,12.1,6,12.9,10.4,12.4,1,202001,130,140,1,3.1
889,EL JARDIN,80126,129C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.7,12.0,2,11.6,24.6,13.7,10,201910,124,138,1,4.2
890,EL JARDIN,80126,129C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.3,12.5,3,7.9,2.5,13.1,10,202010,132,153,1,7.3
891,EL JARDIN,80126,129D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.6,12.2,2,10.3,1.1,13.9,12,201512,109,120,1,5.2
892,EL JARDIN,80126,129D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,11.0,12.9,3,9.9,1.7,10.9,1,201701,139,257,1,4.6
894,EL JARDIN,80126,132,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.0,12.5,3,11.1,2.4,13.2,12,202012,103,121,1,10.6
897,EL JARDIN,80126,133,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.7,13.6,3,9.9,5.3,12.1,3,201803,138,315,1,7.6
898,EL JARDIN,80126,133B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.9,12.3,3,9.9,26.1,13.0,1,201901,83,238,1,4.7
900,EL JARDIN,80126,134,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.4,11.4,3,9.5,23.6,12.8,8,201808,151,45,1,3.1
901,EL JARDIN,80126,134,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,16.1,13.7,4,9.0,1.8,13.2,10,201910,151,160,1,4.2
902,EL JARDIN,80126,134,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.0,12.5,5,7.4,2.0,14.3,10,202010,138,153,1,7.3
910,EL JARDIN,80126,137A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.9,13.3,2,8.8,1.7,13.2,9,202009,147,105,1,5.8
914,EL JARDIN,80126,139B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.4,12.0,2,7.1,1.2,12.8,12,201512,132,137,1,3.5
915,EL JARDIN,80126,139B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.9,13.2,3,9.3,1.7,11.7,1,201701,147,290,1,13.1
916,EL JARDIN,80126,139B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.1,12.3,6,10.2,23.7,13.6,4,202004,113,134,1,4.2
918,EL JARDIN,80126,141,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.0,12.0,6,7.1,41.2,13.1,10,201810,149,213,1,4.6
919,EL JARDIN,80126,141,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.6,12.1,7,9.1,1.8,12.8,10,201910,121,138,1,4.2
920,EL JARDIN,80126,141,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,11.1,12.5,8,10.1,2.2,12.1,10,202010,144,153,1,7.3
921,EL JARDIN,80126,142,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,11.7,13.6,1,7.9,1.8,13.6,9,201609,159,184,1,10.4
922,EL LIBANO 2,80197,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,4.0,12.0,1,9.1,3.1,12.1,4,202004,143,103,2,3.2
924,EL LIBANO 3,82518,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,10.6,13.8,1,10.6,2.5,12.8,1,202001,166,429,2,3.2
926,EL LIBANO 4,82519,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,14.1,15.4,1,7.4,3.4,13.4,1,202101,127,298,2,3.2
927,EL LIBANO MENDOZA,80175,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.3,13.0,1,8.3,2.6,13.5,4,202004,146,112,2,3.6
935,EL LIMON,80495,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.7,13.0,2,9.4,1.1,11.1,8,202008,194,92,3,5.8
941,EL LIMONAR TESORITO,80194,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,22.6,16.1,1,10.7,2.5,11.3,7,201907,93,588,2,3.7
942,EL LIMONAR TESORITO,80194,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.6,12.3,2,9.9,1.8,13.4,8,202008,84,88,2,4.9
945,EL LIMONAR TESORITO,80194,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,17.4,15.8,1,9.0,37.2,13.3,8,201908,133,528,2,2.9
946,EL MANGON DELGADO,80177,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.9,13.3,1,5.3,2.6,13.1,3,201603,135,81,2,4.6
947,EL MANGON DELGADO,80177,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.7,12.2,2,10.2,3.6,13.0,3,201703,152,96,2,1.8
948,EL MANGON DELGADO,80177,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,11.1,13.4,3,9.1,2.6,12.5,4,201804,124,155,2,3.0
949,EL MANGON DELGADO,80177,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,20.0,14.7,4,7.0,4.4,11.8,7,201907,119,386,2,1.6
951,EL MOLINO,81033,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.9,13.3,1,9.0,3.4,12.6,4,202004,166,0,3,3.2
953,EL MOLINO,81033,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.3,13.4,1,10.4,21.6,11.9,4,202004,167,0,3,3.2
955,EL MOLINO,81033,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,5.9,12.2,4,10.5,6.6,13.4,3,202003,140,0,3,3.2
956,EL NILO,81226,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.6,5.3,12.8,1,8.4,2.1,13.8,3,201903,152,0,3,8.5
964,EL OCASO,81146,14,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.3,14.4,1,9.6,9.0,12.1,7,201907,166,0,3,5.1
966,EL OCASO,81146,15,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,11.6,14.4,1,9.5,2.0,12.8,7,201907,161,0,3,5.1
970,EL OCASO,81146,016A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,12.4,13.2,2,11.9,2.4,11.8,11,201911,157,0,3,4.4
972,EL OCASO,81146,016B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,13.3,14.3,1,7.7,1.8,12.4,10,201810,173,157,3,4.4
973,EL OCASO,81146,016B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,11.7,13.0,2,9.8,2.1,12.6,11,201911,175,0,3,4.4
975,EL OCASO,81146,016C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,2.4,13.9,1,4.7,1.9,13.0,7,201807,108,253,3,8.7
976,EL OCASO,81146,17,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,8.4,12.1,4,7.6,1.1,12.9,3,202003,126,69,3,5.1
980,EL OVIEDO  VILLALOBOS,80228,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.8,22.7,16.2,1,6.5,2.0,11.9,6,201706,196,558,2,2.1
981,EL OVIEDO  VILLALOBOS,80228,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.1,12.9,2,8.6,2.5,13.4,7,201807,155,130,2,6.2
982,EL OVIEDO  VILLALOBOS,80228,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.7,12.5,3,7.7,2.4,12.9,8,201908,153,115,2,4.4
983,EL OVIEDO  VILLALOBOS,80228,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,13.7,13.0,4,8.8,2.1,13.4,9,202009,152,64,2,3.8
984,EL OVIEDO  VILLALOBOS,80228,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.6,12.7,1,9.7,2.7,12.2,11,201611,181,271,2,2.3
985,EL OVIEDO  VILLALOBOS,80228,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,7.7,12.1,4,10.6,5.2,13.7,3,202003,136,22,2,4.4
986,EL OVIEDO  VILLALOBOS,80228,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.0,14.3,1,8.1,2.7,13.0,9,201509,162,35,2,5.7
987,EL OVIEDO  VILLALOBOS,80228,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.6,14.2,2,10.6,2.3,9.7,11,201611,168,319,2,6.7
988,EL OVIEDO  VILLALOBOS,80228,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.3,12.0,4,10.0,24.4,12.9,2,201902,164,14,2,1.2
989,EL OVIEDO  VILLALOBOS,80228,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.0,11.7,5,12.5,3.0,12.6,2,202002,141,24,2,1.2
990,EL OVIEDO  VILLALOBOS,80228,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.3,12.0,4,12.1,19.6,12.8,2,201902,152,14,2,3.6
991,EL OVIEDO EMPRESA,80127,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.8,27.4,16.1,4,7.1,7.4,12.7,7,201707,128,488,1,4.6
992,EL OVIEDO EMPRESA,80127,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,7.4,12.0,5,11.0,2.8,13.4,7,201807,125,61,1,3.1
993,EL OVIEDO EMPRESA,80127,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.7,12.4,6,7.3,3.2,13.8,8,201908,106,79,1,2.7
994,EL OVIEDO EMPRESA,80127,001Z,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,14.0,13.2,2,8.7,3.2,14.5,4,201504,119,0,1,3.7
995,EL OVIEDO EMPRESA,80127,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,6.4,11.6,4,10.3,3.1,12.8,9,201809,159,40,1,3.7
996,EL OVIEDO EMPRESA,80127,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,14.6,13.4,5,8.8,2.9,13.0,12,201912,136,306,1,4.4
997,EL OVIEDO EMPRESA,80127,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,9.1,12.4,6,10.2,2.6,12.5,12,202012,136,145,1,3.3
998,EL OVIEDO EMPRESA,80127,002A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,14.3,13.4,3,8.1,2.9,14.6,10,201810,152,163,1,4.0
999,EL OVIEDO EMPRESA,80127,002B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,14.7,14.2,6,7.9,3.7,13.5,11,201611,169,319,1,8.4
1000,EL OVIEDO EMPRESA,80127,002C,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,13.3,1,9.0,2.5,12.2,12,201912,148,306,1,3.0
1001,EL OVIEDO EMPRESA,80127,002D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,23.0,16.0,1,10.5,2.6,11.3,6,201706,179,533,1,7.7
1002,EL OVIEDO EMPRESA,80127,002D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,12.1,12.9,2,6.7,2.2,12.1,7,201807,124,130,1,4.0
1003,EL OVIEDO EMPRESA,80127,002E,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.4,12.3,4,7.4,2.3,14.8,10,201810,127,95,1,4.0
1004,EL OVIEDO EMPRESA,80127,002X,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,13.9,14.2,3,11.9,2.8,12.8,10,201710,205,154,1,7.7
1005,EL OVIEDO EMPRESA,80127,002Y,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,14.0,14.3,3,11.5,2.9,11.5,10,201710,192,154,1,7.7
1006,EL OVIEDO EMPRESA,80127,002Z,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,14.1,14.3,3,10.1,1.6,12.5,10,201710,120,154,1,7.7
1012,EL OVIEDO EMPRESA,80127,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,13.4,14.7,1,11.1,3.2,13.7,4,202004,105,131,1,4.4
1014,EL PALMAR PAYERAS,80331,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.2,8.4,13.3,4,8.4,2.3,12.9,3,202003,157,0,3,1.7
1019,EL PALMAR PAYERAS,80331,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,12.7,14.2,1,7.3,3.1,13.6,9,201909,174,0,3,3.1
1020,EL PALMAR PAYERAS,80331,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,15.7,14.8,2,9.2,2.4,12.6,12,202012,194,140,3,3.1
1022,EL PALMAR REYES,80580,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,16.4,15.2,2,9.3,3.6,11.4,2,201702,173,436,3,4.9
1024,EL PALMAR REYES,80580,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.1,12.9,16.5,2,7.4,3.4,11.3,2,201802,196,545,3,7.9
1025,EL PALMAR REYES,80580,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,8.4,11.8,3,8.8,2.9,12.0,1,201901,168,0,3,7.2
1026,EL PALMAR REYES,80580,2,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.1,13.1,4,9.8,3.6,13.1,3,202003,128,124,3,4.6
1028,EL PALMAR REYES,80580,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.7,15.9,1,8.2,3.0,11.8,1,201901,169,86,3,7.2
1029,EL PALMAR REYES,80580,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.6,13.4,2,10.3,4.2,12.2,3,202003,139,129,3,4.6
1032,EL PLACER CAMPOX,81381,280,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,6.3,15.6,3,13.3,6.9,12.3,6,201806,116,0,3,3.2
1035,EL PORVENIR BARONA,80564,11,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,6.7,13.3,1,8.7,1.7,13.3,3,202003,162,31,3,2.9
1041,EL PRADO FERRO,80167,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.3,11.8,4,8.4,68.0,13.8,9,201809,114,95,2,5.7
1042,EL PRADO FERRO,80167,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.6,12.1,5,9.6,3.0,14.3,9,201909,97,75,2,3.2
1043,EL PRADO FERRO,80167,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.5,8.3,11.7,6,7.0,102.9,15.0,9,201809,108,95,2,5.2
1044,EL PRADO FERRO,80167,003A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.3,12.0,7,6.0,3.2,15.0,9,201909,94,48,2,4.3
1046,EL PRADO FERRO,80167,003D,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,7.9,13.1,1,10.0,2.7,13.7,2,202002,133,255,2,6.6
1048,EL PRADO FERRO,80167,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.9,13.3,1,9.1,71.7,12.4,6,201906,131,325,2,4.3
1049,EL PRADO FERRO,80167,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,7.1,11.8,2,10.2,3.2,12.7,6,202006,133,157,2,4.4
1062,EL RANCHO 3,80329,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.1,15.1,1,9.9,3.2,11.7,11,201711,182,337,3,3.0
1063,EL RANCHO 3,80329,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,9.3,12.6,2,10.9,1.7,13.0,12,201812,161,100,3,3.0
1064,EL RANCHO 3,80329,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,10.4,12.6,7,10.8,1.8,12.1,1,202001,147,0,3,2.4
1065,EL RANCHO 3,80329,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.9,12.4,4,10.6,1.6,12.1,1,202101,151,26,3,2.8
1066,EL RANCHO EMPRESA,80130,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,6.7,12.2,4,12.4,3.3,12.2,1,202101,96,236,1,3.1
1067,EL RANCHO EMPRESA,80130,001A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,5.6,12.6,1,9.4,15.8,12.6,6,202006,120,113,1,3.0
1068,EL RANCHO EMPRESA,80130,3,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,8.4,12.3,6,8.9,1.2,13.6,3,202003,80,194,1,3.0
1069,EL RANCHO EMPRESA,80130,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,19.6,17.8,4,8.3,2.8,12.0,12,201712,121,1236,1,4.7
1070,EL RANCHO EMPRESA,80130,4,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,7.0,11.9,6,8.9,22.2,13.0,2,202002,124,123,1,3.1
1071,EL RANCHO EMPRESA,80130,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,9.9,12.1,5,9.6,3.9,12.5,2,201902,79,75,1,2.7
1072,EL RANCHO EMPRESA,80130,004A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.0,13.6,13.4,6,6.0,2.5,13.8,3,202003,101,335,1,3.0
1073,EL RANCHO EMPRESA,80130,004B,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,25.6,19.2,4,8.9,2.0,12.7,2,201802,159,1468,1,5.8
1075,EL RANCHO RESTREPO,80420,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,8.3,13.6,2,9.6,2.1,12.2,3,201703,182,187,3,1.7
1079,EL REFUGIO LINCE,80192,9,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,16.6,14.6,1,6.8,3.1,14.6,3,202003,86,328,2,0.7
1080,EL REFUGIO LINCE,80192,009A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,16.4,14.6,1,9.2,3.1,14.0,3,202003,135,323,2,1.5
1081,EL REFUGIO LINCE,80192,10,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,11.6,11.9,3,7.3,2.9,13.2,10,201810,88,157,2,1.1
1082,EL REFUGIO LINCE,80192,010A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.3,11.4,12.5,4,7.5,2.4,12.8,10,201810,98,169,2,3.1
1084,EL RETIRO,80476,22,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.4,5.1,11.0,5,7.9,2.8,12.0,7,201807,127,34,3,6.0
1086,EL RHIN,81480,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,10.4,12.4,2,8.8,1.9,13.1,4,202004,133,0,3,3.1
1088,EL RODEADERO 2,80339,081E,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.9,12.3,1,9.6,1.8,11.7,4,202004,143,302,3,4.4
1089,EL RODEADERO 2,80339,082A,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.4,12.1,2,11.6,3.5,12.5,4,202004,94,293,3,4.4
1090,EL RODEADERO 2,80339,83,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.5,6.6,12.1,2,10.9,25.1,11.2,4,202004,105,302,3,4.4
1091,EL RODERO,80219,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,19.4,16.0,1,7.0,4.2,15.7,2,201502,104,652,2,3.1
1092,EL RODERO,80219,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,1.2,12.7,12.9,5,6.1,14.0,14.4,9,201909,65,33,2,3.1
1093,EL ROSARIO 1,81376,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.7,7.6,11.8,2,8.5,1.6,12.9,3,201903,146,0,3,3.0
1094,EL ROSARIO 1,81376,1,Mecanizado Verde,CC01-1940,SI,BONUS 250 EC REGULADOR FISIOLÓGICO,0.8,12.1,13.2,3,9.4,1.5,11.7,5,202005,158,0,3,8.6
